frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,matricula,conf_matricula,mx1,my1,mx2,my2,OCR_Paddle,Conf_Paddle,OCR_Easy,Conf_Easy
1,bus,0.9592196345329285,1,1396,53,1918,477,,,,,,,,,,
1,car,0.8202279210090637,2,1318,312,1400,370,,,,,,,,,,
1,car,0.6504821181297302,3,1281,320,1326,344,,,,,,,,,,
1,car,0.6223747134208679,3,1234,315,1280,345,,,,,,,,,,
1,person,0.41677752137184143,4,974,304,1004,376,,,,,,,,,,
2,bus,0.9582628607749939,1,1394,57,1918,474,,,,,,,,,,
2,car,0.8062800168991089,2,1319,312,1398,370,,,,,,,,,,
2,car,0.6346484422683716,3,1281,319,1325,344,,,,,,,,,,
2,car,0.6321679353713989,3,1231,315,1280,344,,,,,,,,,,
2,person,0.48716267943382263,4,977,300,1007,377,,,,,,,,,,
3,bus,0.9591983556747437,1,1392,62,1918,472,,,,,,,,,,
3,car,0.7910053133964539,2,1319,312,1397,370,,,,,,,,,,
3,car,0.671999454498291,3,1230,315,1278,344,,,,,,,,,,
3,car,0.6167817711830139,3,1281,320,1324,344,,,,,,,,,,
3,person,0.5543419122695923,4,975,298,1006,375,,,,,,,,,,
4,bus,0.9505255818367004,1,1390,66,1919,473,,,,,,,,,,
4,car,0.8241004943847656,2,1317,312,1397,370,,,,,,,,,,
4,car,0.7093886137008667,3,1230,314,1276,345,,,,,,,,,,
4,person,0.64848393201828,4,977,297,1008,376,,,,,,,,,,
4,car,0.5956619381904602,5,1283,320,1324,344,,,,,,,,,,
4,car,0.37951403856277466,3,1276,320,1317,342,,,,,,,,,,
5,bus,0.9477016925811768,1,1389,71,1918,467,,,,,,,,,,
5,car,0.8387290239334106,2,1316,311,1394,370,,,,,,,,,,
5,car,0.6307570934295654,3,1232,314,1276,345,,,,,,,,,,
5,car,0.5997853875160217,3,1283,320,1323,344,,,,,,,,,,
5,motorcycle,0.2809021472930908,4,984,335,1007,377,,,,,,,,,,
5,person,0.26456841826438904,4,979,307,1008,375,,,,,,,,,,
5,car,0.2552371323108673,3,1280,317,1326,349,,,,,,,,,,
6,bus,0.9527462720870972,1,1388,75,1918,465,,,,,,,,,,
6,car,0.8342750668525696,2,1316,311,1393,370,,,,,,,,,,
6,car,0.6620540618896484,3,1232,315,1276,344,,,,,,,,,,
6,person,0.5818014740943909,4,982,297,1010,375,,,,,,,,,,
6,car,0.5394397974014282,3,1282,320,1322,344,,,,,,,,,,
7,bus,0.9554255604743958,1,1385,81,1918,464,,,,,,,,,,
7,car,0.859446108341217,2,1316,311,1392,369,,,,,,,,,,
7,car,0.6303408145904541,3,1231,314,1275,344,,,,,,,,,,
7,car,0.568109929561615,5,1283,319,1323,344,,,,,,,,,,
7,person,0.48363804817199707,4,981,297,1013,376,,,,,,,,,,
8,bus,0.9589883685112,1,1385,83,1919,462,,,,,,,,,,
8,car,0.8595490455627441,2,1316,311,1391,369,,,,,,,,,,
8,car,0.6150680780410767,3,1230,313,1275,345,,,,,,,,,,
8,car,0.5663135647773743,5,1283,319,1322,344,,,,,,,,,,
8,person,0.5124595165252686,4,982,297,1015,367,,,,,,,,,,
9,bus,0.9588438272476196,1,1383,88,1919,463,,,,,,,,,,
9,car,0.8460180163383484,2,1315,311,1388,369,,,,,,,,,,
9,car,0.641822874546051,3,1230,314,1274,345,,,,,,,,,,
9,car,0.5488226413726807,2,1283,319,1321,344,,,,,,,,,,
9,person,0.451296865940094,4,985,297,1018,373,,,,,,,,,,
10,bus,0.9544499516487122,1,1382,92,1919,460,,,,,,,,,,
10,car,0.8390904664993286,2,1313,312,1387,368,,,,,,,,,,
10,car,0.5969311594963074,3,1231,314,1273,344,,,,,,,,,,
10,car,0.5715864300727844,2,1283,320,1321,344,,,,,,,,,,
10,person,0.37176263332366943,4,987,298,1019,371,,,,,,,,,,
10,person,0.3347724974155426,4,985,298,1013,360,,,,,,,,,,
10,person,0.29059985280036926,4,974,299,993,353,,,,,,,,,,
11,bus,0.9516919851303101,1,1381,96,1919,458,,,,,,,,,,
11,car,0.8223064541816711,2,1313,312,1385,368,,,,,,,,,,
11,car,0.7112101316452026,3,1230,314,1271,344,,,,,,,,,,
11,car,0.5510515570640564,2,1283,320,1320,344,,,,,,,,,,
11,person,0.44392988085746765,4,989,298,1018,371,,,,,,,,,,
11,motorcycle,0.31000059843063354,4,991,332,1016,374,,,,,,,,,,
12,bus,0.9504029154777527,1,1380,100,1917,457,,,,,,,,,,
12,car,0.8221958875656128,2,1313,313,1383,368,,,,,,,,,,
12,car,0.7260940670967102,3,1230,314,1270,345,,,,,,,,,,
12,car,0.5397703051567078,2,1283,320,1319,344,,,,,,,,,,
12,person,0.3793204426765442,4,990,298,1021,372,,,,,,,,,,
13,bus,0.9466352462768555,1,1377,103,1912,457,,,,,,,,,,
13,car,0.8318498134613037,2,1313,313,1381,367,,,,,,,,,,
13,car,0.7057667970657349,3,1229,315,1269,345,,,,,,,,,,
13,car,0.6039460897445679,2,1283,319,1320,345,,,,,,,,,,
13,person,0.38429921865463257,4,992,300,1020,371,,,,,,,,,,
14,bus,0.9471989274024963,1,1375,107,1895,454,,,,,,,,,,
14,car,0.8176971077919006,2,1312,314,1379,366,,,,,,,,,,
14,car,0.6617994904518127,3,1229,315,1267,345,,,,,,,,,,
14,car,0.5963008999824524,2,1283,319,1319,344,,,,,,,,,,
15,bus,0.9425522089004517,1,1374,110,1880,452,,,,,,,,,,
15,car,0.8165878653526306,2,1312,314,1378,366,,,,,,,,,,
15,car,0.5892541408538818,2,1283,319,1319,344,,,,,,,,,,
15,car,0.5810210108757019,3,1228,314,1266,345,,,,,,,,,,
15,person,0.35557618737220764,4,998,303,1023,372,,,,,,,,,,
16,bus,0.9510537385940552,1,1373,113,1871,448,,,,,,,,,,
16,car,0.7960010766983032,2,1310,314,1377,366,,,,,,,,,,
16,car,0.6304935216903687,3,1227,314,1266,344,,,,,,,,,,
16,car,0.6107562780380249,2,1283,320,1320,344,,,,,,,,,,
16,person,0.3089628517627716,4,999,306,1024,372,,,,,,,,,,
16,person,0.30614519119262695,4,999,297,1029,369,,,,,,,,,,
17,bus,0.9444568157196045,1,1372,116,1863,446,,,,,,,,,,
17,car,0.7858026027679443,2,1309,314,1377,366,,,,,,,,,,
17,car,0.686127245426178,3,1227,315,1266,344,,,,,,,,,,
17,car,0.5332417488098145,2,1283,319,1319,344,,,,,,,,,,
17,person,0.38754385709762573,4,999,307,1027,372,,,,,,,,,,
18,bus,0.9463270306587219,1,1370,118,1848,444,,,,,,,,,,
18,car,0.7730501294136047,2,1308,314,1374,366,,,,,,,,,,
18,car,0.6684197783470154,3,1227,315,1266,344,,,,,,,,,,
18,car,0.46207860112190247,2,1283,318,1317,344,,,,,,,,,,
18,person,0.3119823634624481,4,1001,307,1027,372,,,,,,,,,,
19,bus,0.9497750401496887,1,1369,122,1835,444,,,,,,,,,,
19,car,0.764178991317749,2,1307,314,1374,366,,,,,,,,,,
19,car,0.6317979693412781,3,1226,314,1265,344,,,,,,,,,,
19,car,0.4722849428653717,2,1283,318,1317,344,,,,,,,,,,
20,bus,0.9579476714134216,1,1368,126,1821,442,,,,,,,,,,
20,car,0.7613447904586792,2,1308,314,1372,365,,,,,,,,,,
20,car,0.5566791892051697,3,1227,313,1264,344,,,,,,,,,,
20,car,0.4631778299808502,2,1283,318,1316,344,,,,,,,,,,
20,bus,0.28921404480934143,2,1260,303,1288,336,,,,,,,,,,
21,bus,0.9537423253059387,1,1367,128,1813,442,,,,,,,,,,
21,car,0.7485308647155762,5,1308,314,1371,365,,,,,,,,,,
21,car,0.5920820236206055,2,1226,313,1263,344,,,,,,,,,,
21,car,0.4971800148487091,5,1283,319,1315,344,,,,,,,,,,
21,person,0.3397006392478943,4,1005,319,1033,372,,,,,,,,,,
21,bus,0.2677712142467499,2,1259,303,1288,336,,,,,,,,,,
22,bus,0.9510510563850403,1,1368,131,1802,440,,,,,,,,,,
22,car,0.7420312166213989,5,1308,314,1370,365,,,,,,,,,,
22,car,0.6794059872627258,2,1225,315,1263,344,,,,,,,,,,
22,person,0.5773209929466248,4,1008,319,1030,373,,,,,,,,,,
22,car,0.5100857615470886,5,1283,319,1314,344,,,,,,,,,,
22,bus,0.32997414469718933,2,1259,303,1288,335,,,,,,,,,,
23,bus,0.9480536580085754,1,1363,134,1791,439,,,,,,,,,,
23,car,0.7779189348220825,5,1307,314,1368,365,,,,,,,,,,
23,car,0.712024450302124,2,1225,317,1263,344,,,,,,,,,,
23,car,0.5343573093414307,5,1283,319,1313,344,,,,,,,,,,
23,person,0.4426966905593872,4,1009,319,1031,372,,,,,,,,,,
23,bus,0.30137309432029724,2,1259,304,1288,335,,,,,,,,,,
24,bus,0.9495302438735962,1,1363,137,1782,438,,,,,,,,,,
24,car,0.7932552099227905,5,1306,315,1366,364,,,,,,,,,,
24,car,0.738608717918396,2,1225,318,1262,344,,,,,,,,,,
24,person,0.5569543242454529,4,1009,312,1034,372,,,,,,,,,,
24,car,0.5193418264389038,5,1283,319,1312,344,,,,,,,,,,
24,bus,0.3463808596134186,2,1259,304,1288,336,,,,,,,,,,
25,bus,0.9442949295043945,1,1363,139,1774,435,,,,,,,,,,
25,car,0.7839454412460327,5,1306,316,1366,365,,,,,,,,,,
25,car,0.7025890350341797,2,1225,319,1262,344,,,,,,,,,,
25,person,0.636081874370575,4,1011,305,1034,371,,,,,,,,,,
25,car,0.557981014251709,5,1284,322,1313,345,,,,,,,,,,
25,person,0.4856838583946228,4,980,301,996,345,,,,,,,,,,
25,bus,0.4081456661224365,2,1259,305,1290,338,,,,,,,,,,
26,bus,0.9434702396392822,1,1362,141,1766,434,,,,,,,,,,
26,car,0.7825762033462524,5,1305,317,1364,364,,,,,,,,,,
26,car,0.707794725894928,2,1226,321,1261,344,,,,,,,,,,
26,person,0.5695128440856934,4,1010,303,1036,370,,,,,,,,,,
26,car,0.5651037693023682,5,1284,323,1314,344,,,,,,,,,,
26,person,0.5001271367073059,4,979,300,997,345,,,,,,,,,,
26,bus,0.42531487345695496,2,1260,305,1289,339,,,,,,,,,,
27,bus,0.9454935789108276,1,1359,143,1756,434,,,,,,,,,,
27,car,0.7689155340194702,5,1306,317,1363,364,,,,,,,,,,
27,car,0.7008129358291626,2,1226,322,1261,344,,,,,,,,,,
27,person,0.6757999062538147,4,1012,299,1039,370,,,,,,,,,,
27,car,0.5964400172233582,5,1284,322,1314,344,,,,,,,,,,
27,person,0.5435749292373657,4,979,299,998,347,,,,,,,,,,
27,bus,0.4343907833099365,2,1259,305,1289,340,,,,,,,,,,
28,bus,0.9451638460159302,1,1359,147,1747,433,,,,,,,,,,
28,car,0.7756293416023254,5,1305,316,1361,364,,,,,,,,,,
28,car,0.684651255607605,2,1226,322,1261,344,,,,,,,,,,
28,person,0.5973777174949646,4,1012,298,1039,367,,,,,,,,,,
28,car,0.5683901906013489,5,1285,321,1314,344,,,,,,,,,,
28,person,0.47998347878456116,4,979,299,998,346,,,,,,,,,,
28,bus,0.4489983916282654,2,1260,304,1289,340,,,,,,,,,,
29,bus,0.9421482086181641,1,1357,149,1740,433,,,,,,,,,,
29,car,0.7828800082206726,5,1305,316,1360,364,,,,,,,,,,
29,car,0.6935256719589233,2,1226,322,1261,344,,,,,,,,,,
29,car,0.5380443334579468,5,1285,320,1313,344,,,,,,,,,,
29,person,0.5161967873573303,4,1013,302,1040,369,,,,,,,,,,
29,bus,0.470216304063797,2,1259,305,1289,340,,,,,,,,,,
29,person,0.4250747561454773,4,979,300,996,347,,,,,,,,,,
30,bus,0.9437167048454285,1,1355,149,1730,429,,,,,,,,,,
30,car,0.8012357950210571,5,1304,315,1359,364,,,,,,,,,,
30,car,0.6305899620056152,2,1226,322,1261,343,,,,,,,,,,
30,person,0.5478424429893494,4,1015,302,1041,368,,,,,,,,,,
30,bus,0.45124444365501404,2,1259,305,1289,339,,,,,,,,,,
30,car,0.4277709126472473,2,1286,318,1313,344,,,,,,,,,,
30,person,0.40220680832862854,4,979,299,996,345,,,,,,,,,,
31,bus,0.9420322775840759,1,1354,152,1724,429,,,,,,,,,,
31,car,0.7924750447273254,2,1304,316,1357,363,,,,,,,,,,
31,car,0.6025850176811218,3,1226,321,1261,343,,,,,,,,,,
31,car,0.47834476828575134,2,1285,318,1313,344,,,,,,,,,,
31,bus,0.4447691738605499,2,1259,304,1289,339,,,,,,,,,,
31,person,0.4068825840950012,4,1016,303,1044,370,,,,,,,,,,
31,person,0.3811315596103668,4,979,300,995,345,,,,,,,,,,
31,person,0.3533250391483307,4,982,301,998,344,,,,,,,,,,
31,person,0.2515951693058014,4,1017,320,1042,371,,,,,,,,,,
32,bus,0.9373497366905212,1,1352,154,1718,426,,,,,,,,,,
32,car,0.7929658889770508,5,1303,316,1356,363,,,,,,,,,,
32,car,0.5805409550666809,2,1226,322,1260,343,,,,,,,,,,
32,car,0.4968550205230713,5,1286,318,1313,343,,,,,,,,,,
32,bus,0.4375859797000885,2,1259,305,1289,339,,,,,,,,,,
32,person,0.43518370389938354,4,1017,304,1043,366,,,,,,,,,,
32,person,0.38335108757019043,4,982,301,999,346,,,,,,,,,,
32,person,0.3816659450531006,4,979,300,995,346,,,,,,,,,,
33,bus,0.9363747835159302,1,1350,155,1712,426,,,,,,,,,,
33,car,0.797221302986145,5,1303,317,1355,362,,,,,,,,,,
33,person,0.5263425707817078,4,1017,300,1045,365,,,,,,,,,,
33,car,0.5111561417579651,2,1226,319,1261,343,,,,,,,,,,
33,car,0.49249371886253357,5,1286,318,1312,343,,,,,,,,,,
33,person,0.47691604495048523,4,982,301,999,346,,,,,,,,,,
33,bus,0.4008030891418457,2,1260,305,1289,339,,,,,,,,,,
34,bus,0.936127245426178,1,1349,158,1704,426,,,,,,,,,,
34,car,0.792939305305481,5,1303,317,1353,362,,,,,,,,,,
34,car,0.5781872272491455,2,1225,319,1261,343,,,,,,,,,,
34,person,0.5191313624382019,4,1018,303,1047,367,,,,,,,,,,
34,car,0.4319378435611725,5,1289,318,1314,344,,,,,,,,,,
34,person,0.3967478573322296,4,982,302,999,347,,,,,,,,,,
34,bus,0.3665800988674164,2,1260,305,1289,339,,,,,,,,,,
35,bus,0.9323717355728149,1,1348,159,1700,429,,,,,,,,,,
35,car,0.792991042137146,5,1302,317,1353,360,,,,,,,,,,
35,car,0.45833081007003784,2,1224,317,1260,343,,,,,,,,,,
35,car,0.42706674337387085,5,1292,318,1315,344,,,,,,,,,,
35,bus,0.3418748080730438,2,1260,305,1289,339,,,,,,,,,,
35,person,0.33753854036331177,4,982,304,999,347,,,,,,,,,,
35,person,0.2749316990375519,4,1022,322,1047,368,,,,,,,,,,
35,person,0.25364935398101807,6,979,303,996,346,,,,,,,,,,
36,bus,0.9283011555671692,1,1347,162,1691,430,,,,,,,,,,
36,car,0.7715098261833191,5,1302,318,1352,361,,,,,,,,,,
36,car,0.6169788837432861,2,1223,318,1260,343,,,,,,,,,,
36,person,0.5692600607872009,4,1019,304,1046,367,,,,,,,,,,
36,person,0.45174217224121094,4,982,302,999,347,,,,,,,,,,
36,car,0.403560072183609,5,1292,318,1315,345,,,,,,,,,,
36,bus,0.3169361352920532,2,1260,305,1289,339,,,,,,,,,,
36,person,0.29170042276382446,4,955,290,975,340,,,,,,,,,,
37,bus,0.934238612651825,1,1346,163,1681,424,,,,,,,,,,
37,car,0.7778156399726868,5,1302,318,1351,361,,,,,,,,,,
37,car,0.5512195229530334,2,1224,318,1259,344,,,,,,,,,,
37,person,0.4963272213935852,7,1023,312,1049,368,,,,,,,,,,
37,person,0.3671399652957916,4,984,302,999,348,,,,,,,,,,
37,bus,0.30370035767555237,2,1260,305,1289,339,,,,,,,,,,
38,bus,0.9368864893913269,1,1346,163,1675,424,,,,,,,,,,
38,car,0.7580092549324036,5,1302,318,1350,360,,,,,,,,,,
38,person,0.5533563494682312,4,983,299,1000,347,,,,,,,,,,
38,person,0.5311364531517029,4,955,287,978,344,,,,,,,,,,
38,person,0.506929874420166,6,1021,300,1052,367,,,,,,,,,,
38,car,0.41567346453666687,2,1225,317,1259,343,,,,,,,,,,
38,bus,0.31165122985839844,2,1260,304,1289,338,,,,,,,,,,
39,bus,0.9362314939498901,1,1344,166,1669,425,,,,,,,,,,
39,car,0.7324455976486206,5,1302,317,1348,360,,,,,,,,,,
39,person,0.6615632772445679,6,1028,302,1053,368,,,,,,,,,,
39,bus,0.3875102400779724,2,1260,305,1289,339,,,,,,,,,,
39,person,0.3854440748691559,4,983,300,1000,346,,,,,,,,,,
39,car,0.377261221408844,2,1225,317,1258,343,,,,,,,,,,
39,person,0.3197210729122162,4,956,288,977,344,,,,,,,,,,
40,bus,0.9325950145721436,1,1344,167,1664,424,,,,,,,,,,
40,car,0.7456116080284119,5,1302,316,1347,359,,,,,,,,,,
40,person,0.39611002802848816,6,1030,311,1053,367,,,,,,,,,,
40,bus,0.36612096428871155,2,1260,304,1289,339,,,,,,,,,,
40,car,0.3541780114173889,2,1225,316,1258,343,,,,,,,,,,
40,person,0.3346031904220581,4,957,288,978,344,,,,,,,,,,
40,person,0.316313773393631,4,983,301,1001,345,,,,,,,,,,
41,bus,0.9323180317878723,1,1341,170,1657,426,,,,,,,,,,
41,car,0.7596039772033691,5,1301,316,1346,360,,,,,,,,,,
41,person,0.5776492953300476,6,1030,315,1053,367,,,,,,,,,,
41,person,0.5694735050201416,4,983,300,1002,347,,,,,,,,,,
41,person,0.4916066527366638,4,958,290,978,344,,,,,,,,,,
41,car,0.3889482319355011,2,1224,316,1257,343,,,,,,,,,,
41,person,0.35520416498184204,6,1023,307,1055,368,,,,,,,,,,
41,bus,0.3137080669403076,2,1260,305,1288,339,,,,,,,,,,
42,bus,0.9280382394790649,1,1340,172,1651,422,,,,,,,,,,
42,car,0.7734785079956055,5,1301,316,1346,360,,,,,,,,,,
42,person,0.5676693916320801,4,958,289,979,345,,,,,,,,,,
42,person,0.5612165927886963,4,984,300,1003,347,,,,,,,,,,
42,person,0.5380653142929077,6,1032,315,1054,367,,,,,,,,,,
42,car,0.36806026101112366,2,1224,316,1257,343,,,,,,,,,,
42,bus,0.31232577562332153,2,1259,305,1289,339,,,,,,,,,,
42,person,0.3010086715221405,6,1030,301,1055,366,,,,,,,,,,
42,plate,0.2520662546157837,8,1509,281,1604,314,plate,0.2520662546157837,1509,281,1604,314,NON_DETECTION,0.0,NON_DETECTION,0.0
43,bus,0.9290021657943726,1,1339,173,1646,420,,,,,,,,,,
43,car,0.7506264448165894,5,1300,317,1344,360,,,,,,,,,,
43,person,0.5162187218666077,4,985,301,1003,346,,,,,,,,,,
43,person,0.4872108995914459,6,1033,318,1054,367,,,,,,,,,,
43,person,0.4078594148159027,4,960,290,980,344,,,,,,,,,,
43,car,0.39408186078071594,2,1224,316,1257,343,,,,,,,,,,
43,bus,0.3568500280380249,2,1259,305,1288,339,,,,,,,,,,
43,person,0.26951518654823303,6,1029,300,1055,365,,,,,,,,,,
44,bus,0.9278215169906616,1,1339,175,1641,421,,,,,,,,,,
44,car,0.7599653601646423,5,1300,317,1342,360,,,,,,,,,,
44,person,0.49456343054771423,4,985,301,1003,346,,,,,,,,,,
44,person,0.4206995368003845,6,1034,320,1056,366,,,,,,,,,,
44,car,0.40531209111213684,2,1224,316,1256,343,,,,,,,,,,
44,bus,0.3696199953556061,2,1259,305,1288,339,,,,,,,,,,
45,bus,0.9276224970817566,1,1337,177,1635,422,,,,,,,,,,
45,car,0.7355046272277832,2,1300,318,1341,360,,,,,,,,,,
45,person,0.5030753016471863,4,985,301,1003,344,,,,,,,,,,
45,person,0.4566991925239563,6,1035,318,1056,366,,,,,,,,,,
45,bus,0.4418710470199585,2,1259,305,1288,339,,,,,,,,,,
45,car,0.4185965061187744,2,1224,316,1256,343,,,,,,,,,,
45,person,0.3543308973312378,4,963,290,980,328,,,,,,,,,,
45,person,0.2705218195915222,6,1021,298,1042,350,,,,,,,,,,
46,bus,0.9300075769424438,1,1339,181,1629,422,,,,,,,,,,
46,car,0.7274388074874878,5,1300,318,1340,359,,,,,,,,,,
46,bus,0.4818914234638214,2,1259,306,1288,339,,,,,,,,,,
46,person,0.4744478464126587,4,985,301,1003,343,,,,,,,,,,
46,person,0.4715145528316498,6,1035,311,1058,366,,,,,,,,,,
46,car,0.3866245746612549,2,1224,317,1257,343,,,,,,,,,,
46,person,0.3583233058452606,4,1020,296,1040,351,,,,,,,,,,
46,person,0.3146253228187561,4,1029,300,1056,365,,,,,,,,,,
46,person,0.28970882296562195,9,964,289,981,329,,,,,,,,,,
47,bus,0.9249494671821594,1,1337,182,1626,418,,,,,,,,,,
47,car,0.7360561490058899,5,1300,317,1340,358,,,,,,,,,,
47,person,0.45359399914741516,4,985,302,1004,343,,,,,,,,,,
47,bus,0.44247955083847046,2,1257,306,1289,338,,,,,,,,,,
47,car,0.4133416414260864,2,1225,317,1257,343,,,,,,,,,,
47,person,0.3795612156391144,6,1035,319,1058,366,,,,,,,,,,
47,person,0.33680468797683716,4,1020,297,1038,349,,,,,,,,,,
47,person,0.30158764123916626,9,963,289,981,335,,,,,,,,,,
47,person,0.26152700185775757,4,1031,301,1057,364,,,,,,,,,,
48,bus,0.9217698574066162,1,1335,183,1621,418,,,,,,,,,,
48,car,0.7192994952201843,5,1299,318,1339,358,,,,,,,,,,
48,bus,0.48526448011398315,2,1258,306,1288,338,,,,,,,,,,
48,person,0.4186002314090729,4,987,302,1004,344,,,,,,,,,,
48,car,0.390043169260025,2,1225,317,1257,343,,,,,,,,,,
48,person,0.3731965124607086,6,1036,321,1058,365,,,,,,,,,,
48,person,0.2746569514274597,4,964,290,981,331,,,,,,,,,,
49,bus,0.9281401038169861,1,1338,185,1613,417,,,,,,,,,,
49,car,0.7626432776451111,5,1300,325,1338,357,,,,,,,,,,
49,bus,0.5132565498352051,2,1259,305,1287,338,,,,,,,,,,
49,person,0.44712305068969727,6,1036,317,1059,366,,,,,,,,,,
49,car,0.43457311391830444,2,1224,317,1257,343,,,,,,,,,,
49,person,0.27311843633651733,6,1022,301,1040,341,,,,,,,,,,
50,bus,0.9212803840637207,1,1336,184,1609,413,,,,,,,,,,
50,car,0.7095392346382141,5,1299,322,1337,358,,,,,,,,,,
50,bus,0.4779667556285858,2,1259,305,1288,338,,,,,,,,,,
50,car,0.45575180649757385,2,1224,317,1258,343,,,,,,,,,,
50,person,0.316763311624527,6,1039,323,1059,367,,,,,,,,,,
51,bus,0.9177266359329224,1,1333,186,1604,411,,,,,,,,,,
51,car,0.6969765424728394,5,1299,321,1336,357,,,,,,,,,,
51,bus,0.46297842264175415,2,1259,305,1288,338,,,,,,,,,,
51,car,0.45253536105155945,2,1224,317,1258,343,,,,,,,,,,
51,person,0.2505808174610138,6,1039,328,1059,366,,,,,,,,,,
52,bus,0.9152635931968689,1,1334,188,1601,410,,,,,,,,,,
52,car,0.7346497178077698,5,1299,322,1336,357,,,,,,,,,,
52,bus,0.49345868825912476,2,1259,305,1287,338,,,,,,,,,,
52,car,0.4421597421169281,2,1224,317,1258,343,,,,,,,,,,
53,bus,0.9166408181190491,1,1334,189,1598,411,,,,,,,,,,
53,car,0.6776753664016724,5,1299,320,1336,357,,,,,,,,,,
53,bus,0.4960728585720062,2,1259,305,1287,339,,,,,,,,,,
53,car,0.4215078353881836,2,1225,317,1258,343,,,,,,,,,,
53,plate,0.3174319565296173,1,1476,289,1552,317,plate,0.3174319565296173,1476,289,1552,317,NON_DETECTION,0.0,NON_DETECTION,0.0
54,bus,0.9043755531311035,10,1333,191,1594,410,,,,,,,,,,
54,car,0.6982731819152832,5,1298,319,1334,358,,,,,,,,,,
54,bus,0.47242283821105957,2,1259,305,1288,338,,,,,,,,,,
54,car,0.4140855371952057,2,1224,317,1258,343,,,,,,,,,,
54,plate,0.3585524260997772,1,1476,289,1549,317,plate,0.3585524260997772,1476,289,1549,317,NON_DETECTION,0.0,NON_DETECTION,0.0
55,bus,0.914329469203949,10,1334,191,1587,409,,,,,,,,,,
55,car,0.7158822417259216,5,1297,321,1333,358,,,,,,,,,,
55,bus,0.5222645401954651,2,1259,305,1288,338,,,,,,,,,,
55,car,0.4165823459625244,2,1224,317,1258,343,,,,,,,,,,
55,plate,0.28812065720558167,1,1494,288,1548,317,plate,0.28812065720558167,1494,288,1548,317,NON_DETECTION,0.0,NON_DETECTION,0.0
56,bus,0.9132242798805237,10,1333,192,1584,409,,,,,,,,,,
56,car,0.7632259726524353,5,1295,321,1332,357,,,,,,,,,,
56,bus,0.5289714932441711,2,1260,305,1288,338,,,,,,,,,,
56,car,0.42141568660736084,2,1224,317,1258,343,,,,,,,,,,
57,bus,0.9123933911323547,10,1332,192,1580,410,,,,,,,,,,
57,car,0.7483762502670288,5,1294,323,1331,356,,,,,,,,,,
57,bus,0.5186229348182678,2,1260,305,1288,338,,,,,,,,,,
57,car,0.447218120098114,2,1225,317,1258,343,,,,,,,,,,
57,person,0.27287977933883667,4,968,296,985,335,,,,,,,,,,
58,bus,0.9064289927482605,10,1331,193,1576,409,,,,,,,,,,
58,car,0.7380262017250061,5,1294,321,1330,356,,,,,,,,,,
58,bus,0.4738900363445282,2,1260,305,1288,338,,,,,,,,,,
58,car,0.4502691924571991,2,1225,317,1259,343,,,,,,,,,,
58,person,0.3110555410385132,4,990,303,1008,344,,,,,,,,,,
58,person,0.2543282210826874,4,1024,298,1042,342,,,,,,,,,,
59,bus,0.9098243713378906,10,1329,193,1572,409,,,,,,,,,,
59,car,0.7473681569099426,5,1294,319,1330,357,,,,,,,,,,
59,bus,0.45415982604026794,2,1260,305,1288,338,,,,,,,,,,
59,car,0.4242473840713501,2,1225,317,1259,343,,,,,,,,,,
59,person,0.2799909710884094,4,990,303,1008,345,,,,,,,,,,
59,person,0.2522190809249878,4,1024,297,1041,344,,,,,,,,,,
60,bus,0.9170437455177307,10,1329,196,1568,407,,,,,,,,,,
60,car,0.7532908916473389,5,1294,320,1329,356,,,,,,,,,,
60,bus,0.5039336085319519,2,1260,305,1288,338,,,,,,,,,,
60,car,0.41197335720062256,2,1225,317,1259,343,,,,,,,,,,
60,person,0.2609414756298065,4,991,303,1008,344,,,,,,,,,,
61,bus,0.9085165858268738,10,1329,197,1564,407,,,,,,,,,,
61,car,0.7605904936790466,5,1293,320,1329,356,,,,,,,,,,
61,bus,0.5048418045043945,2,1260,306,1288,338,,,,,,,,,,
61,car,0.4749944508075714,2,1225,318,1259,343,,,,,,,,,,
62,bus,0.9071947932243347,10,1328,198,1560,408,,,,,,,,,,
62,car,0.7791188359260559,5,1293,319,1328,356,,,,,,,,,,
62,car,0.5208027362823486,2,1224,320,1259,343,,,,,,,,,,
62,bus,0.4672950506210327,2,1260,306,1288,338,,,,,,,,,,
63,bus,0.9108331799507141,10,1328,198,1555,406,,,,,,,,,,
63,car,0.775786817073822,2,1292,319,1328,356,,,,,,,,,,
63,car,0.5109416842460632,3,1224,321,1259,343,,,,,,,,,,
63,bus,0.4535297751426697,2,1260,306,1289,338,,,,,,,,,,
64,bus,0.9070884585380554,10,1326,199,1551,406,,,,,,,,,,
64,car,0.7887234091758728,2,1291,322,1326,356,,,,,,,,,,
64,car,0.5097451210021973,3,1224,320,1260,343,,,,,,,,,,
64,bus,0.4781280755996704,2,1260,305,1288,338,,,,,,,,,,
65,bus,0.8992204070091248,10,1325,200,1548,404,,,,,,,,,,
65,car,0.7846708297729492,2,1291,324,1326,356,,,,,,,,,,
65,bus,0.49500778317451477,2,1260,306,1288,338,,,,,,,,,,
65,car,0.46154287457466125,2,1224,320,1260,343,,,,,,,,,,
65,person,0.35979989171028137,6,1048,312,1070,363,,,,,,,,,,
66,bus,0.8996506333351135,10,1325,200,1544,401,,,,,,,,,,
